,id,status,owner,maker_address,market,asset_id,side,original_size,size_matched,price,outcome,expiration,order_type,associate_trades,created_at
0,0xe8ff07b194bce20a58f4e008c4c21cc551588fa57e2f88723c585511a9e04138,LIVE,8fa6cc38-f912-ee92-0bf3-3dda8d16e3fa,0x94d3E59aDfc79255CFeEFAC41005d8B2317eCaBf,0x610880fb46dd51ddd7be1e25a6feb09faf4f3cfd6a6c7c7647c0222dbcf2045a,94012997497341781143361172481462455226673675024660364249586593226049046130447,BUY,5.0,0.0,0.6,Celtics,0,GTC,[],1763263252
1,0x16c89da562da51695e02635209ada35aa277e3de8afe80b56834b76d97f7a161,LIVE,8fa6cc38-f912-ee92-0bf3-3dda8d16e3fa,0x94d3E59aDfc79255CFeEFAC41005d8B2317eCaBf,0x610880fb46dd51ddd7be1e25a6feb09faf4f3cfd6a6c7c7647c0222dbcf2045a,81460501253217010064430793974246942782014951938018027320758390243478660943537,BUY,5.0,0.0,0.29,Clippers,0,GTC,[],1763263249
